delivery_id,driver_id,delivery_distance_meters,delivery_status
71457240,5236,1017,DELIVERED
71455255,13453,1825,DELIVERED
71460442,27122,1199,DELIVERED
71462584,7111,135,DELIVERED
71452263,31030,2285,DELIVERED
71458707,9782,3869,DELIVERED
71459205,27682,6553,DELIVERED
71458898,975,2951,DELIVERED
71455716,8102,2872,DELIVERED
71458418,27736,2600,DELIVERED
71462716,29202,825,DELIVERED
71460933,26130,3311,DELIVERED
71462623,9517,1394,DELIVERED
71454172,29202,989,DELIVERED
71461510,11455,963,DELIVERED
71460075,7111,978,DELIVERED
71460157,32251,2239,DELIVERED
71458522,12440,2807,DELIVERED
71446646,26779,2260,DELIVERED
71453849,13401,4691,DELIVERED
71449962,29966,2342,DELIVERED
71462708,20008,982,DELIVERED
71462820,921,426,DELIVERED
71463226,9996,135,DELIVERED
71462749,10259,1017,DELIVERED
71458887,10239,525,DELIVERED
71464063,,1767,CANCELLED
71441974,26278,3758,DELIVERED
71449510,27294,1100,DELIVERED
71462051,26130,2372,DELIVERED
71464225,,278,CANCELLED
71459917,23603,351,DELIVERED
71462903,11475,209,DELIVERED
71460686,7754,2827,DELIVERED
71461295,7754,4598,DELIVERED
71463554,17035,3000,DELIVERED
71462734,26536,1960,DELIVERED
71464116,,9263,DELIVERED
71462730,15009,1348,DELIVERED
71460820,29966,4092,DELIVERED
71459643,32384,1703,DELIVERED
71463327,3780,2006,DELIVERED
71463394,1706,940,DELIVERED
71459704,5965,1918,DELIVERED
71465429,,2661,CANCELLED
71461974,25954,2970,DELIVERED
71450707,6904,2102,DELIVERED
71462901,23842,4751,DELIVERED
71462678,5527,1991,DELIVERED
71464309,3753,335,DELIVERED
71463538,27219,1486,DELIVERED
71461608,29256,2487,DELIVERED
71459838,464,1885,DELIVERED
71455218,14792,3412,DELIVERED
71462826,31763,460,DELIVERED
71458557,358,3814,DELIVERED
71462742,22115,2658,DELIVERED
71458118,21154,829,DELIVERED
71466410,,1032,DELIVERED
71457728,7767,4617,DELIVERED
71462621,446,3814,DELIVERED
71465658,25654,1480,DELIVERED
71460821,8133,3234,DELIVERED
71458890,12186,1447,DELIVERED
71461420,20411,592,DELIVERED
71463169,28173,1946,DELIVERED
71462818,32130,5447,DELIVERED
71463913,12663,1152,DELIVERED
71453501,7549,3857,DELIVERED
71455112,12346,6372,DELIVERED
71464064,9043,4869,DELIVERED
71462701,16917,1130,DELIVERED
71446038,25588,1443,DELIVERED
71455324,17457,1931,DELIVERED
71462687,2703,1737,DELIVERED
71464347,12330,454,DELIVERED
71462682,34029,5454,DELIVERED
71462757,23777,1146,DELIVERED
71465164,8521,1024,DELIVERED
71467040,28910,2285,DELIVERED
71462372,2703,2264,DELIVERED
71464976,1073,6052,DELIVERED
71461017,23777,2224,DELIVERED
71465724,12079,1710,DELIVERED
71465355,7773,925,DELIVERED
71462739,13043,3034,DELIVERED
71458330,217,2617,DELIVERED
71462053,9353,2761,DELIVERED
71462712,16529,1951,DELIVERED
71462988,356,2694,DELIVERED
71463397,196,743,DELIVERED
71462743,11857,2615,DELIVERED
71468301,,1350,CANCELLED
71460994,26144,1646,DELIVERED
71467710,21923,1365,DELIVERED
71463794,21519,4392,DELIVERED
71465458,25409,2420,DELIVERED
71457261,4347,529,DELIVERED
71465103,9315,758,DELIVERED
71468619,,3313,CANCELLED
71467206,24478,1115,DELIVERED
71438357,13322,5174,DELIVERED
71424909,5037,1480,DELIVERED
71463111,7451,3322,DELIVERED
71465861,9315,1140,DELIVERED
71456191,15286,3484,DELIVERED
71467441,15279,383,DELIVERED
71467607,10024,1002,DELIVERED
71444515,11941,1586,DELIVERED
71465387,13599,1498,DELIVERED
71468008,4532,2442,DELIVERED
71453894,34207,3915,DELIVERED
71464360,749,1627,DELIVERED
71462737,749,2411,DELIVERED
71461391,3753,2012,DELIVERED
71465204,14702,3185,DELIVERED
71467916,26879,2889,DELIVERED
71446966,6657,1264,DELIVERED
71465746,32046,3452,DELIVERED
71466305,31046,2277,DELIVERED
71465190,29186,481,DELIVERED
71467615,30032,1173,DELIVERED
71457806,6252,3017,DELIVERED
71458945,9211,1237,DELIVERED
71466406,11911,1754,DELIVERED
71465526,187,1743,DELIVERED
71468921,8940,1554,DELIVERED
71466979,6893,1535,DELIVERED
71471004,1855,3212,DELIVERED
71465748,28480,3905,DELIVERED
71467486,2061,487,DELIVERED
71465903,4586,918,DELIVERED
71468747,26189,5274,DELIVERED
71469793,13117,1258,DELIVERED
71468773,5058,3093,DELIVERED
71468724,7111,542,DELIVERED
71467725,2519,259,DELIVERED
71468869,7111,446,DELIVERED
71466907,202,736,DELIVERED
71468696,3425,8553,DELIVERED
71451605,25592,1671,DELIVERED
71470109,7385,3367,DELIVERED
71430042,5866,12789,DELIVERED
71468748,6038,1003,DELIVERED
71469955,25798,3118,DELIVERED
71464762,25651,4798,DELIVERED
71441372,5866,1087,DELIVERED
71458886,29991,456,DELIVERED
71452945,9509,1116,DELIVERED
71469884,9062,337,DELIVERED
71472795,12330,1023,DELIVERED
71470110,34049,3343,DELIVERED
71472321,13863,5159,DELIVERED
71474638,794,1352,DELIVERED
71368720,,7023267,CANCELLED
71471344,5171,2270,DELIVERED
71473783,902,1886,DELIVERED
71467606,939,1943,DELIVERED
71365589,,7023267,CANCELLED
71470819,11545,1619,DELIVERED
71468252,367,2270,DELIVERED
71471418,27647,409,DELIVERED
71472224,7235,5505,DELIVERED
71472749,,2922,CANCELLED
71471762,3354,1987,DELIVERED
71471900,20240,431,DELIVERED
71472797,5098,2154,DELIVERED
71468745,5274,2983,DELIVERED
71464364,11535,2897,DELIVERED
71468247,25575,3307,DELIVERED
71420236,11063,7631,DELIVERED
71471042,20552,1126,DELIVERED
71467699,231,987,DELIVERED
71465671,,12236,DELIVERED
71465701,33241,1231,DELIVERED
71465163,29686,694,DELIVERED
71470212,6571,2398,DELIVERED
71468904,14059,1286,DELIVERED
71464326,24857,19798,DELIVERED
71466687,27219,5959,DELIVERED
71468520,27219,6149,DELIVERED
71473561,28633,5576,DELIVERED
71469119,8531,1444,DELIVERED
71475044,231,987,DELIVERED
71468044,7783,2317,DELIVERED
71428400,20223,2598,DELIVERED
71418489,26223,1631,DELIVERED
71418410,26223,2642,DELIVERED
71418252,26223,2215,DELIVERED
71471419,938,539,DELIVERED
71470941,6646,4884,DELIVERED
71469215,29638,3762,DELIVERED
71469014,27122,1555,DELIVERED
71469258,2905,477,DELIVERED
71474691,28041,102,DELIVERED
71475389,26205,2922,DELIVERED
71469154,8878,6970,DELIVERED
71462688,5364,1365,DELIVERED
71467662,8878,9899,DELIVERED
71469173,7108,1038,DELIVERED
71473887,26332,1184,DELIVERED
71477768,,2970,CANCELLED
71474397,6161,4178,DELIVERED
71471545,26233,1705,DELIVERED
71468867,939,5257,DELIVERED
71436530,30879,986,DELIVERED
71469017,5250,1609,DELIVERED
71475795,11455,218,DELIVERED
71468914,9600,1234,DELIVERED
71469510,6662,1213,DELIVERED
71472354,15915,483,DELIVERED
71469018,9584,844,DELIVERED
71474588,8840,2511,DELIVERED
71474844,8840,1702,DELIVERED
71467513,366,2109,DELIVERED
71471621,29425,1964,DELIVERED
71475078,8091,1535,DELIVERED
71477086,789,1834,DELIVERED
71462995,17740,1671,DELIVERED
71472497,11393,1360,DELIVERED
71477414,5349,2444,DELIVERED
71473284,9353,2667,DELIVERED
71461608,6952,2487,DELIVERED
71469649,9654,274,DELIVERED
71477829,31115,5231,DELIVERED
71473741,26713,1135,DELIVERED
71477835,28562,5517,DELIVERED
71471776,5946,2271,DELIVERED
71469957,2561,918,DELIVERED
71476971,5527,2167,DELIVERED
71473630,5527,2770,DELIVERED
71478243,23842,4629,DELIVERED
71474888,11455,257,DELIVERED
71478244,28913,367,DELIVERED
71462682,14433,5454,DELIVERED
71477066,22115,446,DELIVERED
71473823,23780,1522,DELIVERED
71474889,15231,2334,DELIVERED
71476837,13111,581,DELIVERED
71474687,26467,9334,DELIVERED
71476439,21443,4879,DELIVERED
71474556,12516,1820,DELIVERED
71478703,7930,548,DELIVERED
71473115,15661,3403,DELIVERED
71475584,9654,417,DELIVERED
71477929,1251,5889,DELIVERED
71476146,5235,1288,DELIVERED
71476700,,128,DELIVERED
71474756,5235,1516,DELIVERED
71478276,3603,367,DELIVERED
71476497,12724,1095,DELIVERED
71477282,5232,264,DELIVERED
71466907,9241,736,DELIVERED
71473282,29077,3402,DELIVERED
71478986,939,2719,DELIVERED
71477114,4988,1440,DELIVERED
71470109,,3367,DELIVERED
71475635,31141,2940,DELIVERED
71475574,9301,1586,DELIVERED
71474435,26274,1242,DELIVERED
71472322,26274,1387,DELIVERED
71476817,7958,658,DELIVERED
71478527,9693,1863,DELIVERED
71478757,32263,4403,DELIVERED
71363193,26223,7588,DELIVERED
71363180,26223,7588,DELIVERED
71480186,9241,1299,DELIVERED
71476947,976,1756,DELIVERED
71477351,1105,888,DELIVERED
71477283,32109,5568,DELIVERED
71477199,23695,902,DELIVERED
71479740,4929,1857,DELIVERED
71478487,20346,1310,DELIVERED
71481200,30449,8720,DELIVERED
71481869,,1352,DELIVERED
71476908,20008,1891,DELIVERED
71477482,29186,1620,DELIVERED
71481587,5606,1916,DELIVERED
71479796,1808,604,DELIVERED
71477953,1126,1431,DELIVERED
71479286,9211,1301,DELIVERED
71475948,17457,2443,DELIVERED
71480740,7468,9334,DELIVERED
71435262,32433,1324,DELIVERED
71480954,7773,1099,DELIVERED
71480761,26629,656,DELIVERED
71478470,10294,2785,DELIVERED
71478138,2061,607,DELIVERED
71478976,12132,3352,DELIVERED
71477655,12132,1486,DELIVERED
71479142,7641,3694,DELIVERED
71479208,26785,4444,DELIVERED
71479741,12893,3508,DELIVERED
71478704,15050,826,DELIVERED
71478815,25651,1048,DELIVERED
71478729,4586,2280,DELIVERED
71478780,24584,3658,DELIVERED
71480274,8133,2466,DELIVERED
71481608,26832,3050,DELIVERED
71465890,31023,6409,DELIVERED
71480313,4532,2108,DELIVERED
71480178,17457,2461,DELIVERED
71467863,31023,5310,DELIVERED
71479031,26010,1310,DELIVERED
71480458,27165,1639,DELIVERED
71477088,26629,2251,DELIVERED
71477831,8940,1641,DELIVERED
71481588,26832,318,DELIVERED
71480395,8940,651,DELIVERED
71482807,4737,19628,DELIVERED
71478859,25651,4891,DELIVERED
71478859,29966,4891,DELIVERED
71477801,14702,2401,DELIVERED
71482027,8009,806,DELIVERED
69824965,,4131,DELIVERED
71473886,5058,1003,DELIVERED
71483227,33316,3107,DELIVERED
71479966,28301,2466,DELIVERED
71479647,23093,2466,DELIVERED
71484818,6536,245,DELIVERED
71479097,,1301,DELIVERED
71476444,15375,4181,DELIVERED
71482388,33044,807,DELIVERED
71481278,9996,257,DELIVERED
71480814,32836,2957,DELIVERED
71478680,25689,4042,DELIVERED
71478815,32836,1048,DELIVERED
71485211,,3077,CANCELLED
71450153,25689,5510,DELIVERED
71482622,29991,1244,DELIVERED
71482716,23558,1420,DELIVERED
71481175,27623,1449,DELIVERED
71481744,174,850,DELIVERED
71464762,25651,4798,DELIVERED
71483399,14448,1391,DELIVERED
71477486,15286,1712,DELIVERED
71481701,2156,2701,DELIVERED
71481206,25654,872,DELIVERED
71481446,17486,4993,DELIVERED
71482191,31763,1931,DELIVERED
71482743,34051,2181,DELIVERED
71485747,19708,2747,DELIVERED
71483463,313,1066,DELIVERED
71479027,12516,1654,DELIVERED
71483753,28913,3775,DELIVERED
71481897,12538,2226,DELIVERED
71484065,12330,890,DELIVERED
71482293,25651,4003,DELIVERED
71479822,15165,413,DELIVERED
71483155,15218,1179,DELIVERED
71485891,627,6977,DELIVERED
71484550,19667,1526,DELIVERED
71481978,32241,5620,DELIVERED
71485668,,5197,CANCELLED
71484353,18607,3424,DELIVERED
71481395,30053,476,DELIVERED
71477803,30053,1229,DELIVERED
71483684,18201,2917,DELIVERED
71484784,29676,1750,DELIVERED
71484974,28668,3976,DELIVERED
71484572,1599,1061,DELIVERED
71482786,5235,945,DELIVERED
71483127,12516,2124,DELIVERED
71482827,9618,1399,DELIVERED
71485913,,9531,DELIVERED
71482567,26230,3558,DELIVERED
71483850,5623,2232,DELIVERED
71483259,2561,2015,DELIVERED
71482701,33830,3316,DELIVERED
71480954,596,1099,DELIVERED
71485131,28633,2750,DELIVERED
71483242,28633,2790,DELIVERED
71485957,3906,1333,DELIVERED
71486632,22266,623,DELIVERED
71486802,10682,1806,DELIVERED
71482638,138,2592,DELIVERED
71485719,18178,2103,DELIVERED
71485063,7754,2103,DELIVERED
71485470,20240,1747,DELIVERED
71485857,7798,1109,DELIVERED
71487678,34049,481,DELIVERED
71488441,32384,1362,DELIVERED
71484940,26536,3169,DELIVERED
71487910,24571,5350,DELIVERED
71485696,25954,218,DELIVERED
71488620,794,1796,DELIVERED
71485023,30257,3004,DELIVERED
71482293,25651,4003,DELIVERED
71456786,32304,2030,DELIVERED
71486570,4950,1719,DELIVERED
71488686,17596,3010,DELIVERED
71436464,26223,9699,DELIVERED
71488634,27534,2627,DELIVERED
71487162,10019,2366,DELIVERED
71489360,10503,1404,DELIVERED
71487997,32384,1624,DELIVERED
71490023,20552,1234,DELIVERED
71486141,12893,323,DELIVERED
71487800,8531,4145,DELIVERED
71489455,26268,103,DELIVERED
71484068,,2453,DELIVERED
71488622,15279,383,DELIVERED
71488815,28858,308,DELIVERED
71485972,,5565,DELIVERED
71488849,17457,2419,DELIVERED
71485646,5235,1971,DELIVERED
71488405,9618,277,DELIVERED
71488862,34207,2737,DELIVERED
71490012,3425,6301,DELIVERED
71489986,23460,1620,DELIVERED
71489088,25588,2703,DELIVERED
71491875,1855,2473,DELIVERED
71489983,5364,1696,DELIVERED
71489003,12440,3867,DELIVERED
71490657,5402,414,DELIVERED
71490802,5349,1797,DELIVERED
71490125,5403,4595,DELIVERED
71490787,5403,362,DELIVERED
71489213,1808,3537,DELIVERED
71492417,14136,7456,DELIVERED
71490374,13599,585,DELIVERED
71488265,25651,748,DELIVERED
71490256,14509,3608,DELIVERED
71490037,14509,1683,DELIVERED
71491835,25651,1044,DELIVERED
71490086,13569,4265,DELIVERED
71491835,6144,1044,DELIVERED
71485646,5235,1971,DELIVERED
71489044,25651,652,DELIVERED
71489554,17486,3579,DELIVERED
71295788,574,8692,DELIVERED
71491848,25651,2932,DELIVERED
71005613,7396,19155,DELIVERED
71490112,9996,1523,DELIVERED
71443921,,9983,DELIVERED
71433772,574,9974,DELIVERED
71491848,6144,2932,DELIVERED
71490690,28456,596,DELIVERED
71417733,574,14160,DELIVERED
71491811,12148,1908,DELIVERED
71490887,12893,3000,DELIVERED
71490055,16917,2266,DELIVERED
71492819,,1549,CANCELLED
71489720,6571,676,DELIVERED
71200923,1113,8362,DELIVERED
71490099,5058,5321,DELIVERED
71490625,18937,3537,DELIVERED
71491945,26536,3604,DELIVERED
71490040,28169,916,DELIVERED
71491913,12724,587,DELIVERED
71490948,12516,712,DELIVERED
71490038,28456,1044,DELIVERED
71488265,25651,748,DELIVERED
71490504,13017,2417,DELIVERED
71491735,16180,360,DELIVERED
71492044,10129,1561,DELIVERED
71490186,20223,339,DELIVERED
71490238,6228,2275,DELIVERED
71492639,28633,2171,DELIVERED
71438160,26223,5408,DELIVERED
71417236,1113,19020,DELIVERED
71490085,25651,2321,DELIVERED
71295070,1113,9120,DELIVERED
71494310,,750,CANCELLED
71492349,8521,1105,DELIVERED
71293290,9400,10494,DELIVERED
71306552,9400,5206,DELIVERED
71301943,9400,4663,DELIVERED
71417506,9400,2696,DELIVERED
71378930,9400,9844,DELIVERED
71491684,23679,1562,DELIVERED
71491858,18937,2817,DELIVERED
71302127,31118,7140,DELIVERED
71491228,6952,8279,DELIVERED
71491810,28284,1423,DELIVERED
71300795,31118,3742,DELIVERED
71491744,3603,2042,DELIVERED
71493224,31115,4369,DELIVERED
71493845,18033,965,DELIVERED
71492979,32263,4814,DELIVERED
71495787,,7022063,DELIVERED
71493458,18607,1486,DELIVERED
71492840,12663,3823,DELIVERED
71494839,3753,463,DELIVERED
71492887,29077,3680,DELIVERED
71344809,896,9243,DELIVERED
71482532,15162,2489,DELIVERED
71495596,18607,2425,DELIVERED
71492585,18715,2067,DELIVERED
71351085,896,18819,DELIVERED
71327349,896,31666,DELIVERED
71487608,26144,3908,DELIVERED
71487801,26144,6454,DELIVERED
71489044,25651,652,DELIVERED
71491632,18748,335,DELIVERED
71481481,26223,5514,DELIVERED
71491259,2089,3140,DELIVERED
71485972,,5565,DELIVERED
71494306,10294,3403,DELIVERED
71494996,12186,1454,DELIVERED
71480814,32836,2957,DELIVERED
71493465,22290,884,DELIVERED
71490085,31141,2321,DELIVERED
71496741,357,1717,DELIVERED
71494392,9062,628,DELIVERED
71348800,7396,20131,DELIVERED
71495312,9353,3327,DELIVERED
71497831,12893,1322,DELIVERED
71494965,3780,1644,DELIVERED
71495984,26319,2680,DELIVERED
71495849,5235,2195,DELIVERED
71496550,23695,885,DELIVERED
71302294,7396,18179,DELIVERED
71494301,7716,4072,DELIVERED
71498498,409,4885,DELIVERED
71494924,7783,2184,DELIVERED
71496488,9693,1647,DELIVERED
71497590,12330,1460,DELIVERED
71497569,11084,9793,DELIVERED
71492936,3753,751,DELIVERED
71498430,2156,1358,DELIVERED
71456786,596,2030,DELIVERED
71478412,26223,3091,DELIVERED
71497446,13546,503,DELIVERED
71497753,32251,2522,DELIVERED
71497063,1808,2176,DELIVERED
71495788,25651,2756,DELIVERED
71496433,25651,2823,DELIVERED
71494211,6726,1097,DELIVERED
71497384,12023,1364,DELIVERED
71497015,34029,6087,DELIVERED
71495464,27155,1494,DELIVERED
71493299,11869,1191,DELIVERED
71495311,11857,1837,DELIVERED
71498627,10129,911,DELIVERED
71500245,28128,4496,DELIVERED
71500050,10019,4716,DELIVERED
71499962,4950,3547,DELIVERED
71499490,196,1229,DELIVERED
71499978,20411,614,DELIVERED
71493300,8133,4095,DELIVERED
71484068,,2453,DELIVERED
71498577,26536,2961,DELIVERED
71498628,26189,3582,DELIVERED
71500028,18178,1964,DELIVERED
71497877,9353,1208,DELIVERED
71500456,4586,848,DELIVERED
71500299,9211,1209,DELIVERED
71500169,8378,2755,DELIVERED
71497753,24728,2522,DELIVERED
71500031,17486,2219,DELIVERED
71500297,15050,2779,DELIVERED
71500119,12893,3467,DELIVERED
71496433,25651,2823,DELIVERED
71501531,32817,1028,DELIVERED
71496741,28910,1717,DELIVERED
71502420,14059,1327,DELIVERED
71502020,13401,182,DELIVERED
71502327,25654,528,DELIVERED
71381973,10503,866021,DELIVERED
71501592,5250,1582,DELIVERED
71448077,7108,812,DELIVERED
71492343,,1881,CANCELLED
71502215,10978,586,DELIVERED
71500292,11172,399,DELIVERED
71500605,7783,1764,DELIVERED
71502725,18201,3345,DELIVERED
71502636,9654,592,DELIVERED
71483124,11937,5806,DELIVERED
71500405,28480,2584,DELIVERED
71502070,4988,1628,DELIVERED
71500619,26879,4032,DELIVERED
71502128,16993,987,DELIVERED
71503129,11937,3652,DELIVERED
71501047,13879,2920,DELIVERED
71502388,28910,355,DELIVERED
71503912,28633,3627,DELIVERED
71504049,25021,4827,DELIVERED
71495788,25651,2756,DELIVERED
71504283,976,1175,DELIVERED
71500524,23670,1131,DELIVERED
71504065,298,1982,DELIVERED
71503791,664,765,DELIVERED
71503011,138,3035,DELIVERED
71500021,367,1188,DELIVERED
71502534,8940,1232,DELIVERED
71502779,10239,1052,DELIVERED
71442446,26223,6573,DELIVERED
71504975,32241,2239,DELIVERED
71503074,16307,995,DELIVERED
71506812,789,2377,DELIVERED
71501877,25849,7077,DELIVERED
71505758,24571,1744,DELIVERED
71508442,,4764,CANCELLED
71505324,6904,1327,DELIVERED
71506739,12893,511,DELIVERED
71505263,28836,748,DELIVERED
71505690,583,1150,DELIVERED
71504064,5942,633,DELIVERED
71504184,23552,4037,DELIVERED
71502802,976,1195,DELIVERED
71506505,10024,793,DELIVERED
71507226,23603,791,DELIVERED
71503303,28913,3586,DELIVERED
71507446,9517,319,DELIVERED
71499900,17322,6943,DELIVERED
71508194,3425,1655,DELIVERED
71508945,1855,3326,DELIVERED
71503489,5527,5223,DELIVERED
71507765,25651,2970,DELIVERED
71501500,5527,3873,DELIVERED
71506617,5784,512,DELIVERED
71510175,18607,3412,DELIVERED
71508178,11171,1963,DELIVERED
71507985,7783,266,DELIVERED
71507073,366,2712,DELIVERED
71507044,7480,2068,DELIVERED
71510394,23695,1727,DELIVERED
71505494,13074,2622,DELIVERED
71508063,10129,2015,DELIVERED
71509379,13017,2711,DELIVERED
71510179,3306,469,DELIVERED
71502745,30257,4128,DELIVERED
71373466,,7779,CANCELLED
71509077,7456,1933,DELIVERED
71507765,27294,2970,DELIVERED
71510178,25592,2170,DELIVERED
71508161,7799,1965,DELIVERED
71510792,12893,511,DELIVERED
71508765,28633,4228,DELIVERED
71508560,7799,2454,DELIVERED
71509185,7451,3146,DELIVERED
71511720,17749,6859,DELIVERED
71505538,24571,1409,DELIVERED
71509907,7716,2094,DELIVERED
71502924,11263,2221,DELIVERED
71510695,24130,812,DELIVERED
71510007,17580,3283,DELIVERED
71506100,24571,1792,DELIVERED
71509215,5403,1045,DELIVERED
71510498,9315,326,DELIVERED
71510450,3625,3616,DELIVERED
71510374,4347,835,DELIVERED
71508238,9317,2600,DELIVERED
71506580,9317,3594,DELIVERED
71511880,29425,3772,DELIVERED
71509730,24326,1206,DELIVERED
71513552,26010,665,DELIVERED
71513241,12613,4353,DELIVERED
71514309,21443,3256,DELIVERED
71513401,8378,1503,DELIVERED
71515768,,4090,CANCELLED
71510172,19271,2848,DELIVERED
71514031,8133,1108,DELIVERED
71513297,9025,2427,DELIVERED
71510736,9186,1563,DELIVERED
71510186,26144,1580,DELIVERED
71493788,17457,3102,DELIVERED
71513828,26278,3372,DELIVERED
71514846,22423,707,DELIVERED
71510555,26536,3022,DELIVERED
71515157,174,1310,DELIVERED
71509447,5235,2825,DELIVERED
71514982,6904,1632,DELIVERED
71513599,28041,1002,DELIVERED
71515886,148,2293,DELIVERED
71514407,10978,1029,DELIVERED
71517010,25409,2627,DELIVERED
71509447,5235,2825,DELIVERED
71517299,9211,1207,DELIVERED
71512284,5236,1586,DELIVERED
71517004,30879,4194,DELIVERED
71514525,24358,4118,DELIVERED
71518826,16350,1808,DELIVERED
71518507,8091,3386,DELIVERED
71513977,1808,3819,DELIVERED
71517055,12893,4488,DELIVERED
71518516,27122,1750,DELIVERED
71516688,8940,1309,DELIVERED
71515018,6252,3322,DELIVERED
71516873,13117,1543,DELIVERED
71517618,11887,2461,DELIVERED
71516455,25849,1078,DELIVERED
71519459,,1910,CANCELLED
71517869,15661,2124,DELIVERED
71510856,5236,1873,DELIVERED
71517802,12663,561,DELIVERED
71521511,,1541,CANCELLED
71518338,11455,426,DELIVERED
71514817,20411,559,DELIVERED
71516658,8122,4653,DELIVERED
71516044,13546,404,DELIVERED
71520190,6516,1378,DELIVERED
71520390,13111,840,DELIVERED
71518824,366,1296,DELIVERED
71520348,357,5475,DELIVERED
71519307,8521,1328,DELIVERED
71508732,15050,363,DELIVERED
71520354,7958,1604,DELIVERED
71518209,32109,7203,DELIVERED
71518990,13569,1512,DELIVERED
71378982,34173,11724,DELIVERED
71298372,34173,6217,DELIVERED
71517800,1759,622,DELIVERED
71319391,34173,14076,DELIVERED
71303416,34173,18036,DELIVERED
71518211,228,2317,DELIVERED
71518951,7235,1765,DELIVERED
71515566,5364,1714,DELIVERED
71505992,8102,2014,DELIVERED
71515240,29624,2868,DELIVERED
71522966,19966,730,DELIVERED
71518938,12186,2874,DELIVERED
71522637,20223,1655,DELIVERED
71522738,2156,3302,DELIVERED
71519306,18748,1818,DELIVERED
71516661,19085,2344,DELIVERED
71522598,23679,1079,DELIVERED
71515898,8434,11324,DELIVERED
71521457,8434,3028,DELIVERED
71522469,7235,2001,DELIVERED
71518864,13546,785,DELIVERED
71521944,5784,673,DELIVERED
71524270,9043,535,DELIVERED
71524021,13074,6884,DELIVERED
71521455,14792,1933,DELIVERED
71523874,7716,2869,DELIVERED
71521680,3354,844,DELIVERED
71521545,11063,1766,DELIVERED
71519457,14702,5224,DELIVERED
71522743,11172,919,DELIVERED
71524858,,1916,CANCELLED
71521010,10927,3062,DELIVERED
71521162,11172,769,DELIVERED
71522048,18862,254,DELIVERED
71521872,23638,1007,DELIVERED
71518021,6662,1804,DELIVERED
71522223,29038,1270,DELIVERED
71509397,25592,3282,DELIVERED
71522972,24209,4442,DELIVERED
71524088,26467,4129,DELIVERED
71520237,5269,4355,DELIVERED
71520877,7754,3085,DELIVERED
71518924,26986,3454,DELIVERED
71518866,6662,4418,DELIVERED
71522369,15898,3625,DELIVERED
71523084,28284,229,DELIVERED
71522461,4896,706,DELIVERED
71526579,15279,2087,DELIVERED
71524505,7773,1222,DELIVERED
71521983,3603,1362,DELIVERED
71526981,28913,706,DELIVERED
71526358,,673,CANCELLED
71522842,7799,2972,DELIVERED
71522463,12724,835,DELIVERED
71527374,,2293,CANCELLED
71526743,,7023267,CANCELLED
71522684,7930,4561,DELIVERED
71522795,4737,4021,DELIVERED
71526534,11545,2772,DELIVERED
71525872,28633,6550,DELIVERED
71418216,26223,4668,DELIVERED
71418062,26223,4668,DELIVERED
71418004,26223,9547,DELIVERED
71517685,23063,2778,DELIVERED
71516692,11263,2638,DELIVERED
71521389,7451,2689,DELIVERED
71524842,4586,728,DELIVERED
71521009,26332,1101,DELIVERED
71523471,22290,859,DELIVERED
71513578,25183,1023,DELIVERED
71520500,7761,599,DELIVERED
71525797,25183,1641,DELIVERED
71521143,29186,1179,DELIVERED
71525151,22290,479,DELIVERED
71523875,1105,1622,DELIVERED
71525322,3621,1599,DELIVERED
71524036,9654,1079,DELIVERED
71523688,32046,1229,DELIVERED
71522440,20346,5311,DELIVERED
71525302,24555,905,DELIVERED
71522794,8315,1293,DELIVERED
71525009,5349,4018,DELIVERED
71524062,5527,3002,DELIVERED
71526269,15915,1545,DELIVERED
71526066,7468,4120,DELIVERED
71529417,28910,273,DELIVERED
71527276,9806,658,DELIVERED
71527460,7108,877,DELIVERED
71529127,888,1332,DELIVERED
71530399,23460,1302,DELIVERED
71526067,7480,4158,DELIVERED
71529974,19586,1519,DELIVERED
71528558,10019,198,DELIVERED
71522123,9301,754,DELIVERED
71519863,15834,1160,DELIVERED
71526977,30449,3746,DELIVERED
71524428,1203,1290,DELIVERED
71525476,12330,393,DELIVERED
71523935,1855,1185,DELIVERED
71531654,28128,4042,DELIVERED
71531698,28128,2878,DELIVERED
71531609,33924,3918,DELIVERED
71530933,12148,931,DELIVERED
71527887,196,1875,DELIVERED
71524290,5527,3002,DELIVERED
71519864,4950,2610,DELIVERED
71530514,24000,499,DELIVERED
71520422,24571,3344,DELIVERED
71531218,7549,886,DELIVERED
71532846,10503,394,DELIVERED
71524639,11084,1753,DELIVERED
71526154,9222,5303,DELIVERED
71531106,17596,2536,DELIVERED
71520352,5403,985,DELIVERED
71533427,9211,1386,DELIVERED
71520396,19271,4385,DELIVERED
71526618,23558,467,DELIVERED
71529379,4692,4215,DELIVERED
71533436,,2007,CANCELLED
71529277,34207,1074,DELIVERED
71523466,9025,2980,DELIVERED
71527311,22423,535,DELIVERED
71531217,10019,3409,DELIVERED
71528920,9540,1359,DELIVERED
71529013,7763,1682,DELIVERED
71531219,9996,1147,DELIVERED
71529738,24381,1450,DELIVERED
71530564,27623,933,DELIVERED
71530517,13356,1691,DELIVERED
71528895,13879,1904,DELIVERED
71531498,28284,213,DELIVERED
71535108,5037,1689,DELIVERED
71514641,14346,3819,DELIVERED
71530113,22036,2160,DELIVERED
71531712,1251,6896,DELIVERED
71532101,12186,668,DELIVERED
71528278,1095,984,DELIVERED
71533976,12186,582,DELIVERED
71529918,28301,1135,DELIVERED
